type,latency
GET,0.0037200450897216797
GET,0.0046808719635009766
GET,0.0028960704803466797
GET,0.0048580169677734375
GET,0.0033648014068603516
GET,0.0020079612731933594
GET,0.004084110260009766
GET,0.0033991336822509766
GET,0.0025849342346191406
GET,0.003528118133544922
GET,0.002856016159057617
GET,0.0035200119018554688
GET,0.0030350685119628906
GET,0.0026929378509521484
GET,0.002290010452270508
GET,0.002878904342651367
GET,0.0026590824127197266
GET,0.0022420883178710938
GET,0.0027337074279785156
GET,0.0024209022521972656
GET,0.006227016448974609
GET,0.0032739639282226562
GET,0.003961086273193359
GET,0.002469778060913086
GET,0.001934051513671875
GET,0.0030961036682128906
GET,0.002438068389892578
GET,0.0031511783599853516
GET,0.0028498172760009766
GET,0.0026140213012695312
GET,0.002580881118774414
GET,0.0025572776794433594
GET,0.002651214599609375
GET,0.0033011436462402344
GET,0.002794027328491211
GET,0.002213001251220703
GET,0.0027170181274414062
GET,0.0029959678649902344
GET,0.0023169517517089844
GET,0.003337860107421875
GET,0.0024518966674804688
GET,0.001619100570678711
GET,0.0028929710388183594
GET,0.0024170875549316406
GET,0.0027959346771240234
GET,0.004411935806274414
GET,0.0022661685943603516
GET,0.003042936325073242
GET,0.0023801326751708984
GET,0.003859996795654297
GET,0.002311229705810547
GET,0.0028150081634521484
GET,0.002608776092529297
GET,0.00257110595703125
GET,0.0026769638061523438
GET,0.0025861263275146484
GET,0.004312992095947266
GET,0.0034689903259277344
GET,0.002276897430419922
GET,0.0027761459350585938
GET,0.0027341842651367188
GET,0.002259969711303711
GET,0.0033757686614990234
GET,0.002825021743774414
GET,0.0026972293853759766
GET,0.002315998077392578
GET,0.0029952526092529297
GET,0.0031881332397460938
GET,0.0024557113647460938
GET,0.0024030208587646484
GET,0.0025250911712646484
GET,0.0029630661010742188
GET,0.0027418136596679688
GET,0.00658416748046875
GET,0.0032241344451904297
GET,0.003298044204711914
GET,0.0019609928131103516
GET,0.003270864486694336
GET,0.0031108856201171875
GET,0.0022459030151367188
GET,0.002257108688354492
GET,0.0019707679748535156
GET,0.0034928321838378906
GET,0.0019190311431884766
GET,0.003300905227661133
GET,0.003192901611328125
GET,0.0034241676330566406
GET,0.002479076385498047
GET,0.009070158004760742
GET,0.0022509098052978516
GET,0.0024781227111816406
GET,0.003161191940307617
GET,0.006996870040893555
GET,0.0028090476989746094
GET,0.0024459362030029297
GET,0.0030641555786132812
GET,0.005378007888793945
GET,0.0031392574310302734
GET,0.002285003662109375
GET,0.0038809776306152344
GET,0.003983974456787109
GET,0.0033011436462402344
GET,0.002965211868286133
GET,0.0046651363372802734
GET,0.003095865249633789
GET,0.0041201114654541016
GET,0.0022268295288085938
GET,0.0037419795989990234
GET,0.0026221275329589844
GET,0.0033180713653564453
GET,0.0026018619537353516
GET,0.003032207489013672
GET,0.0025148391723632812
GET,0.002167224884033203
GET,0.001992940902709961
GET,0.0030760765075683594
GET,0.002835988998413086
GET,0.003165006637573242
GET,0.005892038345336914
GET,0.0030798912048339844
GET,0.003278970718383789
GET,0.0025670528411865234
GET,0.00261688232421875
GET,0.0030639171600341797
GET,0.0025479793548583984
GET,0.0026209354400634766
GET,0.002354860305786133
GET,0.0035791397094726562
GET,0.0029380321502685547
GET,0.003943920135498047
GET,0.003131866455078125
GET,0.0030651092529296875
GET,0.0024728775024414062
GET,0.0033369064331054688
GET,0.002454996109008789
GET,0.003342151641845703
GET,0.003789663314819336
GET,0.0032830238342285156
GET,0.0025768280029296875
GET,0.004391193389892578
GET,0.0024225711822509766
GET,0.003048419952392578
GET,0.003275632858276367
GET,0.002726316452026367
GET,0.002972841262817383
GET,0.0028600692749023438
GET,0.002396821975708008
GET,0.002174854278564453
GET,0.002517223358154297
GET,0.0019631385803222656
GET,0.002588987350463867
GET,0.0027370452880859375
GET,0.0016961097717285156
GET,0.002789020538330078
GET,0.0026400089263916016
GET,0.00298309326171875
GET,0.002477884292602539
GET,0.0029060840606689453
GET,0.0031490325927734375
GET,0.0033931732177734375
GET,0.0024518966674804688
GET,0.002655029296875
GET,0.003119945526123047
GET,0.0022029876708984375
GET,0.0035440921783447266
GET,0.0026209354400634766
GET,0.0028171539306640625
GET,0.007057905197143555
GET,0.0019881725311279297
GET,0.0021550655364990234
GET,0.002324819564819336
GET,0.002355813980102539
GET,0.002104043960571289
GET,0.003384828567504883
GET,0.002907991409301758
GET,0.0029709339141845703
GET,0.0028579235076904297
GET,0.002254009246826172
GET,0.0027577877044677734
GET,0.0025398731231689453
GET,0.0030641555786132812
GET,0.0035452842712402344
GET,0.0019588470458984375
GET,0.003450155258178711
GET,0.002773761749267578
GET,0.008416891098022461
GET,0.0030231475830078125
GET,0.002604961395263672
GET,0.0037567615509033203
GET,0.008948087692260742
GET,0.003255128860473633
GET,0.004580020904541016
GET,0.003656148910522461
GET,0.0023310184478759766
GET,0.004321098327636719
GET,0.0018389225006103516
GET,0.0020859241485595703
GET,0.0019457340240478516
GET,0.0021941661834716797
GET,0.0033299922943115234
GET,0.003960132598876953
GET,0.0033447742462158203
GET,0.004658222198486328
GET,0.003715991973876953
GET,0.0033881664276123047
GET,0.003484964370727539
GET,0.003522634506225586
GET,0.002914905548095703
GET,0.0030078887939453125
GET,0.002782106399536133
GET,0.0025091171264648438
GET,0.004713773727416992
GET,0.0025720596313476562
GET,0.003215789794921875
GET,0.0024178028106689453
GET,0.003267049789428711
GET,0.002129077911376953
GET,0.0020902156829833984
GET,0.0027158260345458984
GET,0.00226593017578125
GET,0.005305290222167969
GET,0.0039098262786865234
GET,0.0026967525482177734
GET,0.0033500194549560547
GET,0.002187967300415039
GET,0.0018157958984375
GET,0.003509998321533203
GET,0.002814054489135742
GET,0.0024750232696533203
GET,0.0035288333892822266
GET,0.0030171871185302734
GET,0.004578828811645508
GET,0.002621173858642578
GET,0.00290679931640625
GET,0.002637147903442383
GET,0.002708911895751953
GET,0.0028591156005859375
GET,0.002552032470703125
GET,0.0025742053985595703
GET,0.0020301342010498047
GET,0.00272369384765625
GET,0.0034542083740234375
GET,0.0036869049072265625
GET,0.002441883087158203
GET,0.003507852554321289
GET,0.0033249855041503906
GET,0.0024480819702148438
GET,0.0027849674224853516
GET,0.002749919891357422
GET,0.002624988555908203
GET,0.002312898635864258
GET,0.002496004104614258
GET,0.0030257701873779297
GET,0.004056215286254883
GET,0.003201007843017578
GET,0.0028259754180908203
GET,0.003122091293334961
GET,0.002473115921020508
GET,0.0037870407104492188
GET,0.002662181854248047
GET,0.002807140350341797
GET,0.002471923828125
GET,0.0028340816497802734
GET,0.00220489501953125
GET,0.0022618770599365234
GET,0.0022478103637695312
GET,0.002583742141723633
GET,0.0026421546936035156
GET,0.006431102752685547
GET,0.0019211769104003906
GET,0.003604888916015625
GET,0.0023698806762695312
GET,0.0025551319122314453
GET,0.002496004104614258
GET,0.0020198822021484375
GET,0.0029811859130859375
GET,0.0024421215057373047
GET,0.002949953079223633
GET,0.0026590824127197266
GET,0.00279998779296875
GET,0.0028378963470458984
GET,0.0024569034576416016
GET,0.008584022521972656
GET,0.003183126449584961
GET,0.003229856491088867
GET,0.003438234329223633
