type,latency
GET,0.0016672611236572266
GET,0.0022110939025878906
GET,0.0022416114807128906
GET,0.0018630027770996094
GET,0.00237274169921875
GET,0.0020852088928222656
GET,0.00208282470703125
GET,0.002398967742919922
GET,0.0021088123321533203
GET,0.001837015151977539
GET,0.0024917125701904297
GET,0.002233266830444336
GET,0.0019447803497314453
GET,0.0014791488647460938
GET,0.0014138221740722656
GET,0.0017821788787841797
GET,0.0023179054260253906
GET,0.0017271041870117188
GET,0.0017371177673339844
GET,0.001711130142211914
GET,0.0019259452819824219
GET,0.001775979995727539
GET,0.002476930618286133
GET,0.00213623046875
GET,0.0019068717956542969
GET,0.001990079879760742
GET,0.0022401809692382812
GET,0.0021049976348876953
GET,0.0015468597412109375
GET,0.001840353012084961
GET,0.003010988235473633
GET,0.0024688243865966797
GET,0.0019497871398925781
GET,0.0016579627990722656
GET,0.002363920211791992
GET,0.0016870498657226562
GET,0.0019347667694091797
GET,0.0022041797637939453
GET,0.001753091812133789
GET,0.0021810531616210938
GET,0.001947164535522461
GET,0.0022649765014648438
GET,0.0019328594207763672
GET,0.0022001266479492188
GET,0.0021131038665771484
GET,0.0016918182373046875
GET,0.0016009807586669922
GET,0.001989126205444336
GET,0.0026879310607910156
GET,0.0016658306121826172
GET,0.0017898082733154297
GET,0.0016510486602783203
GET,0.002131223678588867
GET,0.0017521381378173828
GET,0.0017948150634765625
GET,0.0018222332000732422
GET,0.0019190311431884766
GET,0.0016987323760986328
GET,0.002177000045776367
GET,0.0018639564514160156
GET,0.0023970603942871094
GET,0.002620220184326172
GET,0.002332925796508789
GET,0.00286102294921875
GET,0.0018002986907958984
GET,0.001985788345336914
GET,0.0022232532501220703
GET,0.0018270015716552734
GET,0.001850128173828125
GET,0.0021698474884033203
GET,0.0015401840209960938
GET,0.0019447803497314453
GET,0.0022232532501220703
GET,0.0020668506622314453
GET,0.0026831626892089844
GET,0.002228975296020508
GET,0.0023682117462158203
GET,0.0020859241485595703
GET,0.0025169849395751953
GET,0.0017769336700439453
GET,0.0015883445739746094
